Some people are not lucky enough to be as naturally adorable as you are.,Cher ,by Alicia Silverstone,in Clueless ,1995
Anything you can do to draw attention to your mouth is good.,Cher ,by Alicia Silverstone,in Clueless ,1995
"God no, nothing like that.",Cher ,by Alicia Silverstone,in Clueless ,1995
Let's do a lap before we commit to a location.,Cher ,by Alicia Silverstone,in Clueless ,1995
"Wow, your face is catching up with your mouth.",Cher ,by Alicia Silverstone,in Clueless ,1995
Sporadically. It means once in a while. Try to use it in a sentence.,Cher ,by Alicia Silverstone,in Clueless ,1995
Tardiness is not something you can do on your own.,Travis,by Breckin Meyer,in Clueless ,1995
"Why? You want to have a miserable, frustrating life?",Mel,by Dan Hedaya,in Clueless ,1995
We define ourselves by the choices we have made. We are in fact the sum total of our choices. ,Professor Levy ,by Martin Bergmann,in Crimes and Misdemeanors,1989
"If it bends, it's funny. If it breaks, it isn't.",Lester,by Alan Alda,in Crimes and Misdemeanors,1989
"If you want a happy ending, you should go see a Hollywood movie.",Judah Rosenthal ,by Martin Landau,in Crimes and Misdemeanors,1989
Don't get discouraged. You have your own personal vision.,Halley,by Mia Farrow,in Crimes and Misdemeanors,1989
You always makin' big plans for tomorrow. You know why? Because you always fuckin' up today.,Bobbie,by Billie Neal,in Down by Law,1982
"Your speech, Louis, is becoming meteorological.",Mrs. Talmann ,by Anne-Louise Lambert,in The Draughtsmans Contract,1982
"Well, that was ingenious.",Mr. Neville ,by Anthony Higgins,in The Draughtsmans Contract,1982
Chasing sheep is a tiresome habit best left to shepherds.,Mr. Talmann ,by Hugh Fraser,in The Draughtsmans Contract,1982
Never mind that stuff.,Rufus T. Firefly ,by Groucho Marx,in Duck Soup,1933
Hey! Do you want to be a public nuisance?,Rufus T. Firefly ,by Groucho Marx,in Duck Soup,1933
"Well, who you gonna believe? Me or your own eyes?",Chicolini,by Chico Marx,in Duck Soup,1933
"Oh, for heaven's sake, whatever you do, don't make a sound! If you found, you lost!",Vera Marcal ,by Raquel Torres,in Duck Soup,1933
Ya got that right.,Officer Olson ,by Cliff Rakerd,in Fargo,1996
"You're a smooth smoothie, you know?",Gaear Grimsrud ,by Peter Stormare,in Fargo,1996
The heck do ya mean?,Jerry Lundegaard ,by William H. Macy,in Fargo,1996
Is it reasonable?,Marge Gunderson ,by Frances McDormand,in Fargo,1996
Right. Learn it. Know it. Live it.,Brad Hamilton ,by Judge Reinhold,in Fast Times at Ridgemont High,1982
People exaggerate so much around here.,Linda Barrett ,by Phoebe Cates,in Fast Times at Ridgemont High,1982
"Life moves pretty fast. If you don't stop and look around once in a while, you could miss it.",Ferris,by Matthew Broderick,in Ferris Buellers Day Off,1986
Where's your brain?,Ferris,by Matthew Broderick,in Ferris Buellers Day Off,1986
Only the meek get pinched. The bold survive.,Ferris,by Matthew Broderick,in Ferris Buellers Day Off,1986
Come on! Live a little!,Ferris,by Matthew Broderick,in Ferris Buellers Day Off,1986
"Smile, babe. Just smile...",Ferris,by Matthew Broderick,in Ferris Buellers Day Off,1986
Go piss up a flagpole.,Jeannie,by Jennifer Grey,in Ferris Buellers Day Off,1986
"Sooner or later, everybody goes to the zoo.",Sloane,by Mia Sara,in Ferris Buellers Day Off,1986
Take a bath. Then wrap a hot towel around your head.,Tom Bueller ,by Lyman Ward,in Ferris Buellers Day Off,1986
"Well, if you absolutely insist...",Archie: ,by John Cleese,in A fish Called Wanda,1988
Avoid the green ones. They're not ripe yet.,Otto ,by Kevin Kline,in A fish Called Wanda,1988
You have to do the best with what God gave you.,Mrs. Gump ,by Sally Field,in Forest Gump,1994
"Life's a box of chocolates, Forrest. You never know what you're gonna get.",Mrs. Gump ,by Sally Field,in Forest Gump,1994
You're gonna have to figure that out for yourself.,Mrs. Gump ,by Sally Field,in Forest Gump,1994
"Some people don't think miracles happen, well, they do.",Forrest Gump ,by Tom Hanks,in Forest Gump,1994
You're joking.,Charles,by Hugh Grant,in Four Weddings and a Funeral,1994
You must be very proud!,Fiona,by Kristin Scott Thomas,in Four Weddings and a Funeral,1994
There's a sort of greatness to your lateness.,Fiona,by Kristin Scott Thomas,in Four Wedding and a Funeral,1994
The great advantage of having a reputation for being stupid: People are less suspicious of you.,Tom,by James Fleet,in Four Weddings and a Funeral,1994
If you lose this war don't blame me.,Johnnie Gray ,by Buster Keaton,in The General,1926
You know I think you're the only girl in the world who can stand on a stage with a spotlight in her eye and still see a diamond inside a man's pocket.,Dorothy Shaw ,by Jane Russell,in Gentlemen Prefer Blondes,1953
"Remember, honey, on your wedding day it's All right to say ""yes.""",Dorothy Shaw ,by Jane Russell,in Gentlemen Prefer Blondes,1953
"Well, sometimes there's just no other possible explanation.",Dorothy Shaw ,by Jane Russell,in Gentlemen Prefer Blondes,1953
"You should be ashamed to admit it. No, don't say another word. No, don't say another word.",Lorelei Lee ,by Marilyn Monroe,in Gentlemen Prefer Blondes,1953
I want you to find happiness and stop having fun.,Lorelei Lee ,by Marilyn Monroe,in Gentlemen Prefer Blondes,1953
Are you out of your mind?,Mr. Esmond Sr. ,by Taylor Holmes,in Gentlemen Prefer Blondes,1953
"Bite your head off, man.",Dr. Peter Venkman ,by Bill Murray,in Ghostbusters,1984
I don't think you're crazy.,Dr. Peter Venkman ,by Bill Murray,in Ghostbusters,1984
Is this a trick question?,Dr. Peter Venkman ,by Bill Murray,in Ghostbusters,1984
You... You've earned it,Dr. Peter Venkman ,by Bill Murray,in Ghostbusters,1984
"Actually, it's more of a guideline than a rule...",Dr. Peter Venkman ,by Bill Murray,in Ghostbusters,1984
You're the best one on your row.,Dr. Peter Venkman ,by Bill Murray,in Ghostbusters,1984
"If someone asks if you are a god, you say, ""yes!""",Winston Zeddemore ,by Ernie Hudson,in Ghostbusters,1984
Don't move! It won't hurt you.,Dr Ray Stantz ,by Dan Aykroyd,in Ghostbusters,1984
You are so odd.,Dana Barrett ,by Sigourney Weaver,in Ghostbusters,1984
"Bad table manners, my dear Gigi, have broken up more households than infidelity.",Aunt Alicia ,by Isabel Jeans,in Gigi,1958
Certainly not! The only people who make love all the time are liars.,Gaston Lachaille ,by Louis Jourdan,in Gigi,1958
It makes you look like a giraffe with a goiter!,Gaston Lachaille ,by Louis Jourdan,in Gigi,1958
If you like that sort of thing.,Gaston Lachaille ,by Louis Jourdan,in Gigi,1958
Take advantage of the chance!,Honore Lachaille ,by Maurice Chevalier,in Gigi,1958
You must catch her if you can!,Honore Lachaille ,by Maurice Chevalier,in Gigi,1958
"Youth is the thing, Gaston. Youth. Stay close to the young and a little rubs off.",Honore Lachaille ,by Maurice Chevalier,in Gigi,1958
Why not?,Lt. Steven Hauk,by Bruno Kirby,"in Good Morning, Vietnam",1987
You ain't got time. You'll stay here and drink instant beverages or something. ,Lt. Steven Hauk,by Bruno Kirby,"in Good Morning, Vietnam",1987
That is not funny!,Lt. Steven Hauk,by Bruno Kirby,"in Good Morning, Vietnam",187
"Sir, you're not funny. Ask around.",Edward Garlick,by Forest Whitaker,"in Good Morning, Vietnam",1987
Not now man come on.,Adrian Cronauer,by Robin Williams,"in Good Morning, Vietnam",1987
"Real homey, in an opium kinda way.",Adrian Cronauer,by Robin Williams,"in Good Morning, Vietnam",1987
You are in more dire need of a blowjob than any white man in history.,Adrian Cronauer,by Robin Williams,"in Good Morning, Vietnam",1987
Oh my God!,Benjamin,by Dustin Hoffman,in The Graduate,1967
This is all terribly wrong.,Benjamin,by Dustin Hoffman,in The Graduate,1967
"It doesn't matter if you win or lose, it's what you do with your dancin' shoes.",Vince,by Edd Byrnes,in Grease ,1978
There ain't no such thing.,Rizzo,by Stockard Channing,in Grease ,1978
Some people are so touchy.,Rizzo,by Stockard Channing,in Grease ,1978
The problem's in your mouth.,Kenickie,by Jeff Conaway,in Grease ,1978
I think there's more to you than just fat.,Putzie,by Kelly Ward,in Grease ,1978
That could be cool.,Danny ,by John Travolta,in Grease ,1978
Of course not; it's only the beginning.,Danny ,by John Travolta,in Grease ,1978
Don't drive angry. Don't drive angry!,Phil,by Bill Murray,in Groundhod Day,1993
"Well, you can. It just takes an awful lot of work.",Phil,by Bill Murray,in Groundhod Day,1993
Anything different is good.,Phil,by Bill Murray,in Groundhod Day,1993
It's true.,Phil,by Bill Murray,in Groundhod Day,1993
Apparently not.,Phil,by Bill Murray,in Groundhod Day,1993
You're incredible.,Rita,by Andie MacDowell,in Groundhod Day,1993
Sounds good.,Rita,by Andie MacDowell,in Groundhod Day,1993
You're mad!,Sgt. Archibald Cutter ,by Cary Grant,in Gunga Din,1939
"Read the papers, half the country's doing it!",Mickey,by Woody Allen,in Hannah and her Sisters,1986
You just can't let the world judge you too much.,Maude,by Ruth Gordon,in Harold and Maude,1971
"Consistency is not ""really"" a human trait.",Maude,by Ruth Gordon,in Harold and Maude,1971
That tears it.,Walter Neff ,by Fred MacMurray,in Double Indemnity,1944
"Do I laugh now, or wait 'til it gets funny?",Walter Neff ,by Fred MacMurray,in Double Indemnity,1944
Have you made up your mind? ,Barton Keyes ,by Edward G. Robinson ,in Double Indemnity,1944
"Well, we're not in Medford now, we're in a hurry. ",Barton Keyes,by Edward G. Robinson ,in Double Indemnity,1944
"Believe me, I'm on your side on this one!",Sheldon,by James Broderick,in Dog Day Afternoon,1975
Why don't you smoke?,Sylvia,by Penelope Allen,in Dog Day Afternoon,1975
You look like you're hard to work with.,Cook,by James Biberi ,in Drive,2011
What do you get out of it?,Nino,by Ron Perlman ,in Drive,2011
"You look like a zombie, kid. You getting any sleep?",Shannon,by Bryan Cranston,in Drive,2011
But second chances are rare. Right? And that's worth celebrating.,Standard,by Oscar Isaac ,in Drive,2011
"You're not very good at this, are you?",Nino,by Ron Perlman ,in Drive,2011
Most people don't know how they're gonna feel from one moment to the next.,Bob,by Matt Dillon ,in Drugstore Cowboy,1989
You can buck the system but you can't buck the dark forces that lie hidden beneath the surface. The ones some people call superstitions.,Bob,by Matt Dillon ,in Drugstore Cowboy,1989
"Heavy, man. You guys been reading too much Mickey Spillane or something?",Bob,by Matt Dillon ,in Drugstore Cowboy,1989
"Because that's just the way it is, sweetie.",Bob,by Matt Dillon ,in Drugstore Cowboy,1989
Alright everybody just act cool. Just like we got back from church.,Bob,by Matt Dillon ,in Drugstore Cowboy,1989
Why don't you grow up?,Bob,by Matt Dillon ,in Drugstore Cowboy,1989
Sometimes bad luck can be good luck.,Diane,by Kelly Lynch,in Drugstore Cowboy,1989
You're fuckin' sick. Don't do this.,Nathan,by Nathan Tyson,in Elephant,1944
"Most importantly, have fun.",Alex,by Alex Frost,in Elephant,1944
"Oh, you'll see.",Alex,by Alex Frost,in Elephant,1944
Now let's see you do something really tough - like putting your pants on.,Philip Marlowe ,by Dick Powell,"in Farewell, My Lovely",1944
"Now this is beginning to make sense, in a screwy sort of a way.",Philip Marlowe ,by Dick Powell,"in Farewell, My Lovely",1944
Remarks want you to make them. They got their tongues hanging out waiting to be said.,Philip Marlowe ,by Dick Powell,"in Farewell, My Lovely",1944
Like a duck in a shooting gallery.,Philip Marlowe ,by Dick Powell,"in Farewell, My Lovely",1944
Skip the water. Make that one with scotch. It'll save time.,Philip Marlowe ,by Dick Powell,"in Farewell, My Lovely",1944
"You know, I think you're nuts. ",Ann Grayle ,by Anne Shirley,"in Farewell, My Lovely",1944
You go barging around without a very clear idea of what you're doing.,Ann Grayle ,by Anne Shirley,"in Farewell, My Lovely",1944
"Everybody bats you down, smacks you over the head, fills you full of stuff... and you keep right on hitting between tackle and end. ",Ann Grayle ,by Anne Shirley,"in Farewell, My Lovely",1944
I don't think you even know which SIDE you're on.,Ann Grayle ,by Anne Shirley,"in Farewell, My Lovely",1944
You're just a nice mug.,Helen Grayle ,by Claire Trevor,"in Farewell, My Lovely",1944
A man could spend the rest of his life trying to remember what he shouldn't have said.,Edna Tucker ,by Marie Windsor,in Force of Evil,1948
You're not strong or weak enough.,Edna Tucker ,by Marie Windsor,in Force of Evil,1948
Don't bother; besides it's not nice to do.,Joe Morse ,by John Garfield,in Force of Evil,1948
Never trust anyone!,Jimmy 'Popeye' Doyle ,by Gene Hackman ,in The French Connection,1971
"Pay attention, we're gonna ask questions later!","Buddy ""Cloudy"" Russo ",by Roy Scheider,in The French Connection,1971
"Give it up, it's all over with.",Walt Simonson ,by Eddie Egan,in The French Connection,1971
"Youre getting angry quick, dont you think?",Zo Bell ,by Zo Bell ,in Death Proof,2007
"If you dont bust their balls a bit, they wont respect you.",Arlene,by Vanessa Ferlito ,in Death Proof,2007
"Hey, shots first, questions later.",Warren,by Quentin Tarantino ,in Death Proof,2007
"Ooh, is that cowboy wisdom?",Pam,by Rose McGowan ,in Death Proof,2007
There are few things as fetching as a bruised ego on a beautiful angel.,Stuntman Mike ,by Kurt Russell ,in Death Proof,2007
"You're a big man, but you're in bad shape. With me it's a full time job. Now behave yourself.",Jack Carter ,by Michael Caine ,in Get Carter,1971
Take your clothes off.,Jack Carter ,by Michael Caine ,in Get Carter,1971
You wouldn't do that,Jack Carter ,by Michael Caine ,in Get Carter,1971
Think about it.,Jack Carter ,by Michael Caine ,in Get Carter,1971
"Here, go get yourself a course in karate.",Jack Carter ,by Michael Caine ,in Get Carter,1971
YOU CAN ACT LIKE A MAN!,Don Corleone ,by Marlon Brando,in The Godfather,1972
She's hysterical.,Michael Corleone ,by Al Pacino,in The Godfather,1972
I make him an offer he don' refuse. Don' worry.,Vito Corleone ,by Robert De Niro ,"in The Godfather, part II",1974
Your country ain't your blood. Remember that,Santino,by James Caan,"in The Godfather, part II",1974
I suppose I always knew you were too smart to let any of them ever beat you.,Kay,by Diane Keaton ,"in The Godfather, part II",1974
"I know it was you, Fredo. You broke my heart. You broke my heart!",Michael Corleone ,by Al Pacino,"in The Godfather, part II",1974
"If anything in this life is certain, if history has taught us anything, it is that you can kill anyone.",Michael Corleone ,by Al Pacino,"in The Godfather, part II",1974
"You're a pistol, you're really funny. You're really funny.",Henry Hill ,by Ray Liotta ,in Goodfellas,1990
"Sometimes you don't sound like you're kidding, you know, there's a lotta people around...",Tommy DeVito ,by Joe Pesci,in Goodfellas,1990
Don't buy wigs that come off at the wrong time.,Morrie,by Chuck Low ,in Goodfellas,1990
"Yeah, yeah, yeah, come on, come on, come on!",Billy Batts ,by Frank Vincent,in Goodfellas,1990
That wouldn't be a bad idea.,Copa Captain ,by Anthony Polemeni,in Goodfellas,1990
"Yeah, you're always fuckin' late. You'll be late for your own fuckin' funeral.",Henry Hill,by Ray Liotta ,in Goodfellas,1990
What's the fuckin' matter with you? ,Jimmy Conway ,by Robert De Niro,in Goodfellas,1990
"What are you, stupid or what? ",Jimmy Conway ,by Robert De Niro,in Goodfellas,1990
"What the fuck are you doin'? What are you, a fuckin' sick maniac?",Jimmy Conway ,by Robert De Niro,in Goodfellas,1990
"Look at me, never rat on your friends and always keep your mouth shut.",Jimmy Conway ,by Robert De Niro,in Goodfellas,1990
What's wrong with that?,Bart,by John Dall ,in Gun Crazy,1950
Some guys are born clowns.,Bart,by John Dall ,in Gun Crazy,1950
It's just that some guys are born smart about women and some guys are born dumb.,Bluey-Bluey ,by Stanley Prager,in Gun Crazy,1950
Only the best people fight against all obstacles in pursuit of happiness.,Juliet Hulme ,by Kate Winslet,in Heavenly Creatures,1994
Affairs are much more exciting than marriages.,Juliet Hulme ,by Kate Winslet,in Heavenly Creatures,1994
How odd... yet how pleasing.,Pauline Parker ,by Melanie Lynskey,in Heavenly Creatures,1994
Aren't you clever?,Hilda Hulme ,by Diana Kent,in Heavenly Creatures,1994
It's always the same and it's always different.,Henry,by Michael Rooker,in Henry: Portrait of a Serial Killer,1986
"Well, no plan is perfect.",Henry,by Michael Rooker,in Henry: Portrait of a Serial Killer,1986
"But use your eyes, your common sense.",Jim Garrison ,by Kevin Costner,in JFK,1991
Telling the truth can be a scary thing sometimes.,Jim Garrison ,by Kevin Costner,in JFK,1991
"If you let yourself be too scared then you let the bad guys take over the country, don't you? And then everybody gets scared.",Jim Garrison ,by Kevin Costner,in JFK,1991
"Fundamentally, people are suckers for the truth. And the truth is on your side, Bubba.",X,by Donald Sutherland,in JFK,1991
"Do your own work, your own thinking.",X,by Donald Sutherland,in JFK,1991
You as crazy as your mama. Goes to show it's in the genes.,Dean Andrews ,by John Candy,in JFK,1991
"No, that cannot be done. There will be no safe place for you. We're not law-enforcement officers.",Earl Warren ,by Jim Garrison,in JFK,1991
"There's a lot of smoke there, but there's some fire.",Numa Bertel ,by Wayne Knight,in JFK,1991
Why don't you take a good rest. I must say you've earned it.,R.S. Kenyon ,by Donald MacBride,in The Killers,1946
"You're a pretty bright boy, aren't you?",Al,by Charles McGraw,in The Killers,1946
"You can leave anytime you want, friend.",Big Jim Colfax ,by Albert Dekker,in The Killers,1946
Sure.,George,by Harry Hayden,in The Killers,1946
Don't feel bad about losing your virtue. I sort of knew you would. Everybody always does.,Bree Daniel ,by Jane Fonda,in Klute,1971
"Men would pay $200 for me, and here you are turning down a freebie. You could get a perfectly good dishwasher for that.",Bree Daniel ,by Jane Fonda,in Klute,1971
It's all a great big game to you. ,Peter Cable ,by Charles Cioffi,in Klute,1971
you're all obviously too lazy and too warped to do anything meaningful with your lives so you prey upon the sexual fantasies of others. ,Peter Cable ,by Charles Cioffi,in Klute,1971
Ah - that's so pathetic.,John Klute ,by Donald Sutherland ,in Klute,1971
Some men get the world. Others get ex-hookers and a trip to Arizona.,Lynn Bracken ,by Kim Basinger,in L.A. Confidential,1997
"You have the eye for human weakness, but not the stomach.",Captain Dudley Smith ,by James Cromwell,in L.A. Confidential,1997
"Don't start tryin' to do the right thing, boy-o. You haven't the practice.",Captain Dudley Smith ,by James Cromwell,in L.A. Confidential,1997
I doubt you've ever taken a stupid breath. Don't start now.,Captain Dudley Smith ,by James Cromwell,in L.A. Confidential,1997
Hush hush.,Captain Dudley Smith ,by James Cromwell,in L.A. Confidential,1997
Even if it means paying the consequences?,Jack Vincennes ,by Kevin Spacey ,in L.A. Confidential,1997
"Yeah, subtle.",Jack Vincennes ,by Kevin Spacey ,in L.A. Confidential,1997
Now's your chance.,Bud White ,by Russell Crowe,in L.A. Confidential,1997
Everybody is somebody's fool.,Michael O'Hara,by Orson Welles,in The Lady from Shanghai,1947
"It's a bright, guilty world.",Michael O'Hara,by Orson Welles,in The Lady from Shanghai,1947
One who follows his nature keeps his original nature in the end.,Michael O'Hara,by Orson Welles,in The Lady from Shanghai,1947
Some people can smell danger. ,Michael O'Hara,by Orson Welles,in The Lady from Shanghai,1947
"Oh, yeah. But you'll never guess.",George Grisby,by Glenn Anders,in The Lady from Shanghai,1947
"I told you, you know nothing about wickedness.",Elsa Bannister,by Rita Hayworth,in The Lady from Shanghai,1947
Good boy!,George Grisby,by Glenn Anders,in The Lady from Shanghai,1947
The Freudian mind-fuck isn't gonna work either.,Harlan,by Bill Nunn,in The Last Seduction,1994
Anyone check you for a heartbeat recently?,Frank Griffith ,by J.T. Walsh,in The Last Seduction,1994
Grow up.,Mike Swale ,by Peter Berg,in The Last Seduction,1994
"Ooh, touchy. I'm sure your woman is very understanding.",Bridget Gregory ,by Linda Fiorentino ,in The Last Seduction,1994
You'll play this creep's game?,Harry,by Clint Eastwood,in Dirty Harry,1971
Why don't you start by telling the truth?,Harry,by Clint Eastwood,in Dirty Harry,1971
"You have to ask yourself a question: ""Do I feel lucky?"" Well, do you, punk?",Harry,by Clint Eastwood,in Dirty Harry,1971
How did you figure that?,Harry Callahan,by Clint Eastwood,in The Enforcer,1976
You wouldn't believe me if I told.,Harry Callahan,by Clint Eastwood,in The Enforcer,1976
Marvelous.,Harry Callahan,by Clint Eastwood,in The Enforcer,1976
What makes you think so?,Harry Callahan,by Clint Eastwood,in The Enforcer,1976
You can count on it. ,Harry Callahan,by Clint Eastwood,in The Enforcer,1976
A man's got to know his limitations.,Harry Callahan,by Clint Eastwood,in Magnum Force,1973
Nothing wrong with shooting as long as right people get shot!,Harry Callahan,by Clint Eastwood,in Magnum Force,1973
That's right.,Harry Callahan,by Clint Eastwood,in Magnum Force,1973
Try knocking on the door.,Harry Callahan,by Clint Eastwood,in Magnum Force,1973
A good man always knows his limitations,Harry Callahan,by Clint Eastwood,in Magnum Force,1973
That shows a certain sense of style.,Harry Callahan,by Clint Eastwood,in Magnum Force,1973
Did you ever stop to think what you'd look like with a lily in your hand?,Caesar Enrico Bandello ,by Edward G. Robinson ,in Little Caesar,1930
Why don't you go and give yourself up?,Caesar Enrico Bandello ,by Edward G. Robinson ,in Little Caesar,1930
Shoot first and argue afterward.,Caesar Enrico Bandello ,by Edward G. Robinson ,in Little Caesar,1930
"Yeah, it's always heartwarming to see a prejudice defeated by a deeper prejudice.",Cliff ,by Stephen Mendillo: ,in Lone Star,1996
"Son, you got a talent for stating the obvious.",Sheriff Charlie Wade ,by Kris Kristofferson,in Lone Star,1996
"You're bein' mighty careless with your mouth, son.",Sheriff Charlie Wade ,by Kris Kristofferson,in Lone Star,1996
"If I met you for the first time today, I'd still want to be with you.",Sheriff Sam Deeds ,by Chris Cooper,in Lone Star,1996
It's not like there's a line between the good people and the bad people. It is not like you're one or the other.,Otis Payne ,by Ron Canada,in Lone Star,1996
"Hell, at my age, you learn a new name you gotta forget an old one.",Wesley Birdsong ,by Gordon Tootoosis ,in Lone Star,1996
It's okay with me.,Philip Marlowe ,by Elliott Gould ,in The Long Goodbye,1973
"Okay, just remember that and you'll be alright.",Terry Lennox ,by Jim Bouton,in The Long Goodbye,1973
Why don't you learn to say what you mean?,Det. Farmer ,by Stephen Coit,in he Long Goodbye,1973
"I keep telling you not to think! You're very, very good at a great many things, but thinking, hon', just simply isn't one of them.",Mrs. Iselin ,by Angela Lansbury,in The Manchurian Candidate,1962
Stop it.,Raymond Shaw ,by Laurence Harvey ,in The Manchurian Candidate,1962
"It's all bullshit except the pain. The pain of hell. The burn from a lighted match increased a million times. Infinite. Now, ya don't fuck around with the infinite.",Charlie,by Harvey Keitel ,in Mean Streets,1973
What's the matter with you?,Charlie,by Harvey Keitel ,in Mean Streets,1973
We all lie to ourselves to be happy.,Leonard Shelby ,by Guy Pearce ,in Memento,2000
We all need mirrors to remind ourselves who we are. ,Leonard Shelby ,by Guy Pearce ,in Memento,2000
"If we can't make memories, we can't heal.",Leonard Shelby ,by Guy Pearce ,in Memento,2000
But even if you get revenge you're not gonna remember it. You're not even going to know that it happened.,Natalie ,by Carrie-Anne Moss ,in Memento,2000
There's nothing wrong with that.,Teddy,by Joe Pantoliano ,in Memento,2000
You don't know who you are anymore.,Teddy,by Joe Pantoliano ,in Memento,2000
"Hey, you wanna hear my philosophy of life? Do it to him before he does it to you.",Terry,by Marlon Brando,in On the Waterfront,1954
Conscience... that stuff can drive you nuts!,Terry,by Marlon Brando,in On the Waterfront,1954
"You're getting on. You're pushing 30. You know, it's time to think about getting some ambition.",Charlie,by Rod Steiger ,in On the Waterfront,1954
You don't understand. ,Terry,by Marlon Brando,in On the Waterfront,1954
That's not the way to win.,Jeff Bailey ,by Robert Mitchum,in Out of the Past,1947
There's a way to lose more slowly.,Jeff Bailey ,by Robert Mitchum,in Out of the Past,1947
"You can never help anything, can you? You're like a leaf that the wind blows from one gutter to another.",Jeff Bailey ,by Robert Mitchum,in Out of the Past,1947
Nothing in the world is any good unless you can share it.,Jeff Bailey ,by Robert Mitchum,in Out of the Past,1947
You do to keep it.,Ann Miller ,by Virginia Huston,in Out of the Past,1947
You are an idiot.,Meta Carson ,by Rhonda Fleming ,in Out of the Past,1947
Somebody's got to pay.,Walker,by Lee Marvin ,in Point Blank,1967
"Well, it's up to you.",Walker,by Lee Marvin ,in Point Blank,1967
I knew that when I met you... You'll never change.,Cora,by Jessica Lange ,in The Postman Always Rings Twice,1981
Say hello to my little friend!,Tony Montana ,by Al Pacino,in Scarface,1983
The only thing in this world that gives orders... is balls.,Tony Montana ,by Al Pacino,in Scarface,1983
Every dog has his day.,Tony Montana ,by Al Pacino,in Scarface,1983
The World Is Yours!,Tony Montana ,by Al Pacino,in Scarface,1983
"You got nothing to do with your life, man. Why don't you get a job?",Tony Montana ,by Al Pacino,in Scarface,1983
Every day above ground is a good day.,Bernstein,by Harris Yulin ,in Scarface,1983
The reality is that we do not wash our own laundry - it just gets dirtier.,Frank Serpico ,by Al Pacino,in Serpico,1973
You gotta be kidding. I didn't know that. What's a mindfucker?,Frank Serpico ,by Al Pacino,in Serpico,1973
"Oh, she's very perceptive.",Frank Serpico ,by Al Pacino,in Serpico,1973
"Surely is. Yes, indeed.",David Sumner ,by Dustin Hoffman,in Straw Dogs,1971
"Oh, really?",David Sumner ,by Dustin Hoffman,in Straw Dogs,1971
Why don't you grow up?,David Sumner ,by Dustin Hoffman,in Straw Dogs,1971
You act like you're fourteen years old.,David Sumner ,by Dustin Hoffman,in Straw Dogs,1971
You're only as healthy as you feel.,Travis Bickle ,by Robert De Niro,in Taxi Driver,1976
The days go on and on... they don't end. ,Travis Bickle ,by Robert De Niro,in Taxi Driver,1976
"I don't believe that one should devote his life to morbid self-attention, I believe that one should become a person like other people.",Travis Bickle ,by Robert De Niro,in Taxi Driver,1976
You're a funny guy - but looks aren't everything.,Sport,by Harvey Keitel,in Taxi Driver,1976
There's no escape. ,Travis Bickle ,by Robert De Niro,in Taxi Driver,1976
You really are in a foul mood.,Jenny ,by Nancy Hsueh ,in Targets ,1968
Obviously.,Byron Orlok ,by Boris Karloff,in Targets ,1968
"Strange not getting any reaction, isn't it?",Byron Orlok ,by Boris Karloff,in Targets ,1968
You haven't got any.,Tanya,by Marlene Dietrich,in Touch of Evil,1958
"You're a mess, honey.",Tanya,by Marlene Dietrich,in Touch of Evil,1958
"It's either the candy or the hooch. I must say, I wish it was your chili I was gettin' fat on. Anyway, you're sure lookin' good.",Quinlan ,by Orson Welles ,in Touch of Evil,1958
"The greatest trick the Devil ever pulled was convincing the world he didn't exist. And like that, poof. He's gone. ",Verbal ,by Kevin Spacey,in The Usual Suspects,1995
"A man can convince anyone he's somebody else, but never himself.",Verbal,by Kevin Spacey,in The Usual Suspects,1995
One cannot be betrayed if one has no people.,Kobayashi,by Pete Postlethwaite,in The Usual Suspects,1995
"What about it, pretzel man? What's your story?",Hockney,by Kevin Pollak,in The Usual Suspects,1995
"You see, if you're guilty, you know you're caught, you get some rest, you let your guard down.",Dave Kujan ,by Chazz Palminteri,in The Usual Suspects,1995
A rumor's not a rumor that doesn't die...,Dave Kujan ,by Chazz Palminteri,in The Usual Suspects,1995
The strangest thing...,McManus ,by Stephen Baldwin ,in The Usual Suspects,1995
There's nothing that can't be done.,McManus ,by Stephen Baldwin ,in The Usual Suspects,1995
"Now you're not naive enough to think we're living in a democracy, are you buddy? ",Gordon Gekko ,by Michael Douglas ,in Wall Street,1987
"If you need a friend, get a dog.",Gordon Gekko ,by Michael Douglas ,in Wall Street,1987
"The point is ladies and gentlemen that greed, for lack of a better word, is good.",Gordon Gekko ,by Michael Douglas ,in Wall Street,1987
What's worth doing is worth doing for money.,Gordon Gekko ,by Michael Douglas ,in Wall Street,1987
"If you're not inside, you're *outside*!",Gordon Gekko ,by Michael Douglas ,in Wall Street,1987
It's not always the most popular person who gets the job done.,Gordon Gekko ,by Michael Douglas ,in Wall Street,1987
"Man looks in the abyss, there's nothing staring back at him. At that moment, man finds his character. And that is what keeps him out of the abyss.",Lou Mannheim ,by Hal Holbrook ,in Wall Street,1987
"Kid, you're on a roll. Enjoy it while it lasts, 'cause it never does.",Lou Mannheim ,by Hal Holbrook ,in Wall Street,1987
Life all comes down to a few moments. This is one of them.,Bud Fox ,by Charlie Sheen ,in Wall Street,1987
Winter must be cold for those with no warm memories... we've already missed the spring!,Terry McKay ,by Deborah Kerr,in An Affair to Remember,1957
"Yes, I suppose so.",Terry McKay ,by Deborah Kerr,in An Affair to Remember,1957
